row_index,ID,CAS,Formula,MolWt,SMILES,parse_mode
9947,T9041,847249-57-4,C18H20N2O3,312.36,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1,sanitized
9948,T9090,858557-69-4,C23H25N3O4,407.46,COc1cccc(OC)c1C(=O)N1CCC(c2nc(-c3ccc(C)cc3)no2)CC1,sanitized
9949,TC0027,915-05-9,C31H52O2,456.74,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,sanitized
9950,TP1869L,,C33H58N12O9S2,831.02,CC(=O)O.CSCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CS)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCCN1)C(=O)O,sanitized
9951,TP2047L,,C143H235N41O45S,3280.76,CC(=O)O.[H]C(C)(C)C[C@]([H])(N=C(O)[C@]([H])(CCC(=N)O)N=C(O)[C@]([H])(CCC(=O)O)N=C(O)[C@]([H])(C)N=C(O)[C@]([H])(CCCNC(=N)N)N=C(O)[C@]([H])(C)N=C(O)[C@]([H])(CCSC)N=C(O)[C@]([H])(CCC(=O)O)N=C(O)[C@]([H])(CC([H])(C)C)N=C(O)[C@@]([H])(N=C(O)[C@]([H])(CCC(=O)O)N=C(O)[C@]([H])(CCCNC(=N)N)N=C(O)[C@]([H])(CC([H])(C)C)N=C(O)[C@]([H])(CC([H])(C)C)N=C(O)[C@]([H])(Cc1cnc[nH]1)N=C(O)[C@]([H])(Cc1ccccc1)N=C(O)[C@@]([H])(N=C(O)[C@]([H])(CC([H])(C)C)N=C(O)[C@]([H])(CC(=O)O)N=C(O)[C@]([H])(CC([H])(C)C)N=C(O)[C@]([H])(CO)N=C(O)[C@@]([H])(N)[C@@]([H])(C)CC)[C@@]([H])(C)O)C([H])(C)C)C(O)=N[C@@]([H])(C)C(O)=N[C@@]([H])(CCC(=N)O)C(O)=N[C@@]([H])(CCC(=N)O)C(O)=N[C@@]([H])(C)C(O)=N[C@@]([H])(Cc1cnc[nH]1)C(O)=N[C@@]([H])(CO)C(=O)O,sanitized
9952,T6012,1433953-83-3,C18H22N4O4,358.39,CCn1c(N)c(C(=O)NC)c(=O)c2ccc(C#C[C@@](C)(O)COC)nc21,sanitized
9953,TQ0014,1629063-81-5,C23H30N4O3S,442.57,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1,sanitized
9954,TQ0082,1174130-61-0,C26H27FN2O2,418.5,Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1,sanitized
9955,TQ0089,5041-67-8,C20H18O10,418.35,O=c1c(O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,sanitized
9956,TQ0091,1346133-08-1,C23H22ClN3O2,407.89,NC(=O)c1ccc(Oc2ccc(CN3CCC[C@H]3c3cccnc3)cc2)c(Cl)c1,sanitized
9957,TQ0105,1233706-88-1,C28H25NO6,471.5,CC(C)C(=O)c1cn(CC(=O)COc2ccc(Oc3ccccc3)cc2)c2ccc(C(=O)O)cc12,sanitized
9958,TQ0126,862189-96-6,C26H39Cl2N5O5S,604.59,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1.[H]Cl.[H]Cl,sanitized
9959,TQ0128,121776-33-8,C11H13Cl2NO3,278.13,CC1(C)OC(c2ccco2)CN1C(=O)C(Cl)Cl,sanitized
9960,TQ0137,142557-61-7,C13H15N5O3,289.29,CCn1c(=O)c2cc(C(N)=O)c(N)nc2n(C2CC2)c1=O,sanitized
9961,TQ0150,94535-50-9,C16H18N2O3,286.33,CC1(C)Oc2ccc(C#N)cc2[C@@H](N2CCCC2=O)[C@@H]1O,sanitized
9962,TQ0231,1313363-54-0,C38H47ClN4O4,659.26,COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,sanitized
9963,TQ0239,1393124-08-7,C26H28F3N3O4,503.51,CCC[C@H](Oc1cc(C)c(-n2cc(C(F)(F)F)cn2)c(C)c1)c1ccc(C(=O)NCCC(=O)O)cc1,sanitized
9964,TN1490,491-71-4,C16H12O6,300.26,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,sanitized
9965,TN2062,10351-88-9,C24H34O6,418.52,COC[C@@H](Cc1ccc(OC)c(OC)c1)[C@@H](COC)Cc1ccc(OC)c(OC)c1,sanitized
9966,TN2213,67968-40-5,C33H53NO8,591.78,[H][C@@]1(O[C@H]2CC[C@]3(C)[C@@]4([H])C[C@]5([H])[C@@]([H])(CC[C@@]6([H])[C@](C)(O)[C@]7([H])CC[C@H](C)CN7C[C@@]56[H])[C@]4([H])CC(=O)[C@@]3([H])C2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,sanitized
9967,T12232,47439-36-1,C18H19N3O4,341.36,CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,sanitized
9968,T12432,2378173-15-8,C20H20N4O4,380.4,O=C(N[C@H]1CCCC[C@H]1C(=O)O)c1cnn2c(O)cc(-c3ccccc3)nc12,sanitized
9969,T13655,55-27-6,C8H12ClNO3,205.639,Cl.NCC(O)c1ccc(O)c(O)c1,sanitized
9970,T15106,1241390-29-3,C12H10F2N2O2,252.22,CC1=N/C(=C\c2cc(F)c(O)c(F)c2)C(=O)N1C,sanitized
9971,T17350,2375564-55-7,C49H58FN9O7S,936.1,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)c(OCCOc2ccc(CN3CCN(c4cc(-c5ccccc5O)nnc4N)CC3)cc2)c1,sanitized
9972,T14199,1034190-08-3,C8H18N2O4S,238.3,CC(C)[C@H](N)C(=O)NCCCS(=O)(=O)O,sanitized
9973,T14685,1800340-40-2,C30H33N5O2,495.62,Cc1nnn(C)c1-c1cnc2c3ccc(C(C)(C)O)cc3n([C@H](c3ccccc3)C3CCOCC3)c2c1,sanitized
9974,T10831L,1373232-26-8,C14H20Cl2N4O2,347.24,N=C(CCl)NCCC[C@H](NC(=O)c1ccccc1)C(N)=O.[H]Cl,sanitized
9975,T19573,1415379-56-4,C16H10FN3,263.27,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,sanitized
9976,T11298,2229050-90-0,C27H38N8O,490.64,N[C@H]1CC[C@H](Nc2nc(Nc3ccc(CN4CCOCC4)cc3)c3ncn(C4CCCC4)c3n2)CC1,sanitized
9977,T10460,195533-53-0,C13H7F6NO3S,371.26,COc1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1F,sanitized
9978,T10606,2056261-41-5,C20H23N3O,321.42,CC[C@]1(c2ccccc2)C2=CNNC2=NC2=C1C(=O)CC(C)(C)C2,sanitized
9979,T13396,15442-64-5,C34H32N4O4Zn,626.02,C=CC1=C(C)/C2=C/C3=[N]4/C(=C\C5=C(CCC(=O)O)\C(C)=C6\C=C7/C(C=C)=C(/C)C8=[N]7[Zn+2]4([N-]2C1=C8)[N-]65)C(CCC(=O)O)=C3C,unsanitized
9980,T16021,2097938-73-1,C22H18N4,338.41,CCn1c2ccccc2c2cc(-n3nncc3-c3ccccc3)ccc21,sanitized
9981,T16108,890819-86-0,C23H22N2O4S2,454.56,COc1ccc(N2CCN(C(=O)c3cc4c(s3)-c3ccccc3S(=O)(=O)C4)CC2)cc1,sanitized
9982,T16294,1304630-27-0,C23H23FN4S,406.52,CCc1cc(Nc2nc(-c3ccc(-n4cnc(C)c4)c(F)c3)cs2)c(C)cc1C,sanitized
9983,T16324,25990-37-8,C27H30O7,466.52,[H][C@]12OC(=O)[C@]3(C)C=CC(=O)[C@](C)([C@@H](CC(=O)OC)[C@]4(C)C5=C(C)[C@]([H])(c6ccoc6)C[C@@]5([H])O[C@]14[H])[C@@]23[H],sanitized
9984,T19030,10199-89-0,C6H2ClN3O3,199.55,O=[N+]([O-])c1ccc(Cl)c2nonc12,sanitized
9985,T16378,1309198-71-7,C17H17N5O,307.35,Nc1nc(NCc2ccccc2)nc(-c2ccccc2CO)n1,sanitized
9986,T16402,1026791-61-6,C11H12N2O2,204.23,[H][C@@]12CCCN1C(=O)c1cccnc1OC2,sanitized
9987,T16413,286936-40-1,C52H72N8O8,937.18,CN(C)CCNC(=O)COc1c2cccc1Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)Cc1cccc(c1OCC(=O)NCCN(C)C)C2,sanitized
9988,T11861,1243259-19-9,C12H27Cl2N3O2,316.27,CC[C@H](C)[C@H](N)C(=O)NCCN1CCOCC1.[H]Cl.[H]Cl,sanitized
9989,T17158,885012-33-9,C24H32N2O4,412.52,O=C(NC12CC3CC(CC(C3)C1)C2)N[C@H]1CC[C@H](Oc2ccc(C(=O)O)cc2)CC1,sanitized
9990,T17209,847239-17-2,C28H36O4,436.58,CCCCCOc1cc2c(cc1-c1cc(/C=C/C(=O)O)ccc1O)C(C)(C)CCC2(C)C,sanitized
9991,T22439,137330-13-3,C46H83N2O17P,967.1,O=P(O)(O)O.[H][C@@]1(O[C@H]2[C@@H](CCN3C[C@H](C)C[C@H](C)C3)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@H](CO[C@@H]3O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]3OC)[C@@H](CC)OC(=O)C[C@@H](O)[C@@H]2C)O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]1O,sanitized
9992,T22456,175519-16-1,C18H20ClN5O4S,437.9,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC.[H]Cl,sanitized
9993,TN4660,50656-77-4,C24H32O7,432.51,COC[C@@H](Cc1ccc(OC)c(OC)c1)[C@@H](COC)Cc1cc(OC)c2c(c1)OCO2,sanitized
9994,T20974,207399-07-3,C36H44ClIN2,667.12,CCCN1/C(=C\C=C2/CCCC(/C=C/C3=[N+](CCC)c4ccccc4C3(C)C)=C2Cl)C(C)(C)c2ccccc21.[I-],sanitized
9995,T21448,129639-79-8,C21H22N4OS,378.49,Cc1ccc(Oc2ccccc2-c2csc(NC3=NCCCN3)n2)c(C)c1,sanitized
9996,T22730,20263-06-3,C3H8NO5P,169.07,NC(CP(=O)(O)O)C(=O)O,sanitized
9997,T22745,43077-30-1,C22H29OP,340.44,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c1ccccc1)c1ccccc1,sanitized
9998,T19663,620-67-7,C24H44O6,428.6,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,sanitized
9999,T7601L,1631754-28-3,C47H73N11O14S,1048.22,CC(=O)O.[H][C@@]1([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,sanitized
10000,T7173L,,C30H41N5O9,615.68,CC(=O)O.CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,sanitized
10001,TP1114L,,C44H56N10O13,932.99,CC(=O)O.C[C@H](NC(=O)CN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O,sanitized
10002,TP1417L,,C71H126N30O25,1799.97,CC(=O)O.CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)[C@@H](C)O,sanitized
10003,TP2106L,,C53H70N10O14S2,1135.31,CC(=O)O.CC(C)[C@H](NC(=O)[C@@H]1CSSC(C)(C)[C@@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)O,sanitized
10004,TP2111L,,C115H185N43O29,2634.02,CC(=O)O.CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)O,sanitized
10005,T9042,1011244-72-6,C14H11F3N2O,280.25,Nc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2)cc1,sanitized
10006,T22062,1207113-88-9,C21H17ClF6N2O2,478.82,O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1,sanitized
10007,T21648,1217195-61-3,C22H28Cl2N4O,435.4,COc1ccc(/C=C/c2nc(NCCCN(C)C)c3ccccc3n2)cc1.[H]Cl.[H]Cl,sanitized
10008,T9121,1623416-31-8,C21H17N3O2,343.38,Cc1ccccc1-c1ccc(-c2cc(C(=O)O)c3c(c2)nnn3C)cc1,sanitized
10009,TN6730,18385-59-6,C28H34O6,466.57,[H][C@]12CC[C@@]3(C)[C@H](c4ccoc4)C(=O)[C@]4([H])O[C@]43[C@]1(C)[C@H](OC(C)=O)C[C@@]1([H])C(C)(C)C(=O)C=C[C@]21C,sanitized
10010,T9124,203120-46-1,C21H36N4O8,472.53,CCCCCCCC(=O)OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,sanitized
10011,T9110,2323027-38-7,C20H12F6N4O3,470.32,O=C(Nc1cnn(Cc2ccc(C(F)(F)F)cc2C(F)(F)F)c1)c1cc(-c2ccco2)on1,sanitized
10012,T9122,2417089-74-6,C48H57ClN8O5,861.47,CN1CCN(CCC(=O)Nc2ccc3c(=O)n(CC4(O)CCN(C(=O)[C@@H](CCCNC(=O)c5ccc6c(Cl)c7c(nc6c5)CCCC7)Cc5ccccc5)CC4)cnc3c2)CC1,sanitized
10013,TN6729,26241-51-0,C28H34O5,450.57,[H][C@]12CC[C@]3(C)C(=CC(=O)[C@H]3c3ccoc3)[C@]1(C)[C@H](OC(C)=O)C[C@@]1([H])C(C)(C)C(=O)C=C[C@]21C,sanitized
10014,T21883,2753-30-2,C28H34O7,482.57,CC(=O)O[C@H]1C[C@@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]2CC[C@@]3(C)[C@@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]12C,sanitized
10015,TP2333,4549/2/4,C14H16N2O3,260.29,O=C1N[C@@H](Cc2ccc(O)cc2)C(=O)N2CCC[C@@H]12,sanitized
10016,T9080,467426-54-6,C65H104N18O26S4,1681.89,CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O,sanitized
10017,T9133,55750-05-5,C22H28ClN3O2,401.9,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21.[H]Cl,sanitized
10018,T10533,2375482-51-0,C31H28N6O2,516.59,Cn1cnc(Cn2ccc3ccc(CNCc4[nH]c5ccccc5c4[C@H]4NC(=O)c5ccc(O)cc54)cc32)c1,sanitized
10019,T15605,2284621-75-4,C19H21Cl2N7O2,450.32,O=C(CCCCCn1cc(Nc2ncc(Cl)c(Nc3ccc(Cl)cc3)n2)cn1)NO,sanitized
10020,T22272,1446090-79-4,C25H17F3N4O3,478.42,O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(C(F)(F)F)cc4[nH]3)ccnc2N1,sanitized
10021,TQ0166,781613-23-8,C24H25Cl2FN4O2,491.39,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1C[C@@H]2CN(C)C[C@@H]2C1,sanitized
10022,T14893,1010100-07-8,C22H21ClN4O4,440.88,Cc1ccc(NC(=O)NCc2ccc3c(c2)CN(C2CCC(=O)NC2=O)C3=O)cc1Cl,sanitized
10023,T15654,2102501-84-6,C16H19F3N4O2,356.34,C[C@H]1CCN1c1nc(N2C[C@@H]3C(CC(=O)O)[C@@H]3C2)cc(C(F)(F)F)n1,sanitized
10024,TN3575,20675-51-8,C21H30O2,314.46,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2,sanitized
10025,TN2437,50-67-9,C10H12N2O,176.22,NCCc1c[nH]c2ccc(O)cc12,sanitized
10026,T10616,2270879-17-7,C11H9F3N4O2S,318.27,O=C(Nc1cc(C(F)F)ns1)Nc1cc(F)ncc1CO,sanitized
10027,T14214,1253573-53-3,C22H28FN9O3S,517.58,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,sanitized
10028,TN2755,122872-03-1,C15H22O3,250.33,[H][C@@]12CC[C@H](O)[C@@]1(C)C[C@]1([H])C(=C)C(=O)O[C@@]1([H])C[C@H]2C,sanitized
10029,TN1258,5968-70-7,C32H50O4,498.74,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,sanitized
10030,T16838,5092/9/1,C30H48O4,472.7,CC1(C)CC[C@]2(CO)C(=C3C=C[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@@H]2O)C1,sanitized
10031,TN3340,61582-39-6,C15H12O3,240.25,CC(=O)OC/C=C/C#CC#C/C=C/c1ccco1,sanitized
10032,TN1524,19889-23-7,C20H30O2,302.45,[H][C@]12CCC3=C[C@@](C)(C=C)CC[C@@]3([H])[C@]1(C)CCC[C@@]2(C)C(=O)O,sanitized
10033,TMS0943,22327-82-8,C30H48O7,520.7,CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CC(O)C(O)C(CO)(CO)C5CCC43C)C2C1,sanitized
10034,TN1600,158511-59-2,C42H68O14,796.98,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,sanitized
10035,TN1836,173792-61-5,C47H72O17,909.06,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4C=CC4=C6[C@]7(CC[C@](C)(OC7=O)[C@@]6(C)O)CC[C@]45C)C3(C)C)OC[C@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O,sanitized
10036,TQ0065,17008-69-4,C24H32O6,416.51,[H][C@]12CC[C@@]3([H])[C@@]4(O)CC[C@H](c5ccc(=O)oc5)[C@@]4(C)[C@@H](O)C(=O)[C@]3([H])[C@@]1(C)CC[C@H](O)C2,sanitized
10037,TN1198,39844-86-5,C24H34O5,402.52,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@@]43CO)[C@@]1(O)CC[C@@H]2c1ccc(=O)oc1,sanitized
10038,TN1345,1603-47-0,C12H8O5,232.19,COc1c2ccoc2c(O)c2oc(=O)ccc12,sanitized
10039,TN2097,13849-91-7,C30H48O4,472.7,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,sanitized
10040,TN1121,15266-38-3,C23H33NO,339.51,CCCCC=CCCCCCCCc1cc(=O)c2ccccc2n1C,sanitized
10041,TN1453,53729-52-5,C30H38O13,606.61,[H][C@]12[C@@H](O)[C@H](O)[C@@]3(C(=O)OC)OC[C@]14[C@@]3([H])[C@@H](OC(=O)/C=C(\C)C(C)(C)OC(C)=O)C(=O)O[C@]4([H])C[C@@]1([H])C(C)=C(O)C(=O)C[C@]21C,sanitized
10042,TN2202,6882-99-1,C19H17N2,273.35,c1ccc2c(c1)[nH]c1c2cc[n+]2cc3c(cc12)CCCC3,sanitized
10043,T25821,1069858-99-6,C23H28ClNO4,417.93,CCOC(=O)C1(CCOc2ccccc2)CCN(Cc2ccc(O)c(Cl)c2)CC1,sanitized
10044,TN1342,91095-48-6,C21H24O7,388.41,[H][C@@]12C[C@@]3([H])[C@]4(C)C[C@@H](c5ccoc5)OC(=O)[C@]4([H])C[C@H](OC(C)=O)[C@]3([H])[C@@]([H])(C1)C(=O)O2,sanitized
10045,T13686,54999-07-4,C17H22O5,306.35,C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3CCC(=O)[C@@]3(C)[C@@H](OC(C)=O)[C@H]12,sanitized
10046,TN1933,509-80-8,C21H24N2O4,368.43,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CC[C@]4(C(=O)Nc5ccccc54)[C@@H]3C[C@H]12,sanitized
10047,T25476,639-14-5,C30H46O4,470.68,[H][C@]12CC=C3[C@]4([H])CC(C)(C)CC[C@]4(C(=O)O)CC[C@@]3(C)[C@]1(C)CC[C@]1([H])[C@]2(C)CC[C@H](O)[C@@]1(C)C=O,sanitized
10048,T16861,154566-12-8,C18H22Cl2O5,389.27,O=C(O)C[C@@]1(O)C[C@@H](CCCCCCc2ccc(Cl)cc2Cl)OC1=O,sanitized
10049,T14830,10457-90-6,C21H23BrFNO2,420.32,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,sanitized
10050,T17267,898280-07-4,C22H31N9O,437.54,CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1,sanitized
10051,T28972,35941-71-0,C15H19Cl2N3O3S,392.3,Cl.O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,sanitized
10052,T15799,1307245-86-8,C22H23ClF2N4O2S,480.96,Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,sanitized
10053,TN1529,38215-36-0,C20H18N2O2S,350.43,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,sanitized
10054,T19106,106139-15-5,C7H11ClN2S2,222.76,NCCSSc1ccccn1.[H]Cl,sanitized
10055,T25048,24356-94-3,C29H36O4,448.59,CC(=O)[C@@]12O[C@](C)(c3ccccc3)O[C@@H]1CC1C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]12C,sanitized
10056,T13808,7362-39-2,C11H12O3,192.21,CCOC(=O)/C=C/c1ccc(O)cc1,sanitized
10057,TN2281,4206-58-0,C11H12O4,208.21,COc1cc(/C=C/C=O)cc(OC)c1O,sanitized
10058,T14921,717899-97-3,C24H22Cl2N6O3,513.38,COc1ccc(C(=O)c2cn(C(C)C)c3ncnc(N)c23)cc1NC(=O)Nc1ccc(Cl)cc1Cl,sanitized
10059,T16347,343630-41-1,C15H10BrF3N6O,427.18,O=C(Nc1cccc(C(F)(F)F)c1)Nc1ccc(Br)cc1-c1nn[nH]n1,sanitized
10060,T10590,1606974-33-7,C21H15ClF3NO2,405.8,O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,sanitized
10061,T17217,13209-41-1,C22H28O4,356.46,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,sanitized
10062,T22744,102146-07-6,C16H24N4O2,304.39,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCC)c1=O,sanitized
10063,T10549,138516-31-1,C26H26N4O4,458.51,CC(=O)O.Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,sanitized
10064,T22514,144734-36-1,C22H26FNO·C2H2O4,429.49,O=C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCCCc2ccccc2)CC1,sanitized
10065,T12125,445222-91-3,C18H15N3O3,321.33,CN1C(=O)C2(C(C#N)=C(N)OC3=C2C(=O)CCC3)c2ccccc21,sanitized
10066,T15237,165800-04-4,C18H23FN4O5,394.4,CC(=O)NC[C@H]1CN(c2ccc(N3CCN(C(=O)CO)CC3)c(F)c2)C(=O)O1,sanitized
10067,T14978,307002-71-7,C17H22N2O3,302.37,O=C(NCCCCN1CCOCC1)c1cc2ccccc2o1,sanitized
10068,T8333,4431-00-9,C22H14O9,422.34,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,sanitized
10069,T22788,120934-96-5,C22H21NO3,347.41,COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1,sanitized
10070,T14961,218-01-9,C18H12,228.29,c1ccc2c(c1)ccc1c3ccccc3ccc21,sanitized
10071,TN4871,95-71-6,C7H8O2,124.14,Cc1cc(O)ccc1O,sanitized
10072,T3454,558640-51-0,C19H18ClN3O4,387.82,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,sanitized
10073,T9087,284664-86-4,C4H11N3O3,152.17,O.[2H]C([2H])([2H])N(CC(=O)O)C(=N)N,sanitized
10074,T9141,2055597-12-9,C22H25ClFN7O2,473.93,Cc1cnc(NC2CCOCC2)nc1-n1cnc(C(=O)N[C@H](CN)c2cc(F)cc(Cl)c2)c1,sanitized
